id,house,electoral_name,civil_name,party,state,twitter,facebook
74848,câmara,JANDIRA FEGHALI,JANDIRA FEGHALI,PCdoB,RJ,jandira_feghali,https://www.facebook.com/sigajandira2
108338,câmara,JAQUELINE CASSOL,DIRLAINE JAQUELINE CASSOL,PP,RO,jqcassol,NA
160672,câmara,JEAN WYLLYS,JEAN WYLLYS DE MATOS SANTOS,PSOL,RJ,jeanwyllys_real,https://www.facebook.com/jean.wyllys
74273,câmara,JEFFERSON CAMPOS,JEFFERSON ALVES DE CAMPOS,PSB,SP,DepJefferson,https://www.facebook.com/PrJeffersonCampos
160570,câmara,JERÔNIMO GOERGEN,JERÔNIMO PIZZOLOTTO GOERGEN,PP,RS,jeronimogoergen,https://www.facebook.com/depjeronimogoergen
178839,câmara,JÉSSICA SALES,JESSICA ROJAS SALES,MDB,AC,NA,https://www.facebook.com/pg/dep.jessicasales
204435,câmara,JESUS SÉRGIO,JESUS SERGIO DE MENEZES,PDT,AC,jesussergioac,https://www.facebook.com/deputadoJesusSergio12/
178842,câmara,JHC,JOAO HENRIQUE HOLANDA  CALDAS,PSB,AL,JHC_40,https://www.facebook.com/jhc
160531,câmara,JHONATAN DE JESUS,JOHNATHAN PEREIRA DE JESUS,PRB,RR,jhonatan_djesus,https://www.facebook.com/DepJhonatanJesus
74366,câmara,JOÃO CAMPOS,JOÃO CAMPOS DE ARAÚJO,PRB,GO,depjoaocampos,https://www.facebook.com/deputadojoaocampos
141458,câmara,JOÃO CARLOS BACELAR,JOÃO CARLOS PAOLILO BACELAR FILHO,PR,BA,deputadobacelar,https://www.facebook.com/joaobacelar2288
178970,câmara,JOÃO DANIEL,JOAO SOMARIVA DANIEL,PT,SE,joaodanielPT,https://www.facebook.com/deputadojoaodaniel
204429,câmara,JOÃO H. CAMPOS,JOÃO HENRIQUE DE ANDRADE LIMA CAMPOS,PSB,PE,NA,https://www.facebook.com/joaocampospsb/
141459,câmara,JOÃO MAIA,JOÃO DA SILVA MAIA,PR,RN,depjoaomaia,https://www.facebook.com/joao.maia.581
112437,câmara,JOÃO MARCELO SOUZA,JOÃO MARCELO SANTOS SOUZA,MDB,MA,NA,https://www.facebook.com/deputadojoaomarcelo
204576,câmara,JOÃO ROMA,JOÃO INÁCIO RIBEIRO ROMA NETO,PRB,BA,joaoromaneto,NA
178910,câmara,JOAQUIM PASSARINHO,JOAQUIM PASSARINHO PINTO DE SOUZA PORTO,PSD,PA,joaquimpassarin,https://www.facebook.com/joaquimpassarinhooficial
204468,câmara,JOENIA WAPICHANA,JOENIA BATISTA DE CARVALHO,REDE,RR,joeniac,NA
204546,câmara,JOICE HASSELMANN,JOICE CRISTINA HASSELMANN,PSL,SP,joicehasselmann,NA
205550,câmara,JORGE BRAZ,JORGE BRAZ DE OLIVEIRA,PRB,RJ,Jorge_Braz,NA
178857,câmara,JORGE SOLLA,JORGE JOSE SANTOS PEREIRA SOLLA,PT,BA,depjorgesolla,https://www.facebook.com/depjorgesolla
141464,câmara,JOSÉ AIRTON FÉLIX CIRILO,JOSÉ AIRTON FÉLIX CIRILO DA SILVA,PT,CE,JoseAirtonPT,https://www.facebook.com/Joseairtoncirilo
141470,câmara,JOSÉ GUIMARÃES,JOSÉ NOBRE GUIMARÃES,PT,CE,guimaraes13PT,https://www.facebook.com/DeputadoJoseGuimaraes
204386,câmara,JOSE MARIO SCHREINER,JOSE MARIO SCHREINER,DEM,GO,SchreinerJose,NA
204472,câmara,JOSÉ MEDEIROS,JOSE ANTONIO DOS SANTOS MEDEIROS,PODE,MT,JoseMedeirosMT,NA
204391,câmara,JOSÉ NELTO,JOSÉ NELTO LAGARES DAS MERCEZ,PODE,GO,depjosenelto,NA
160619,câmara,JOSÉ NUNES,JOSÉ NUNES SOARES,PSD,BA,JoseNunesDep,https://www.facebook.com/deputadojosenunes
74079,câmara,JOSÉ PRIANTE,JOSÉ BENITO PRIANTE JÚNIOR,MDB,PA,priante,https://www.facebook.com/AgoraePriante
204555,câmara,JOSÉ RICARDO,JOSÉ RICARDO WENDLING,PT,AM,ZeRicardoAM,NA
74554,câmara,JOSÉ ROCHA,JOSÉ ALVES ROCHA,PR,BA,joserocha_,https://www.facebook.com/dep.joserocha
74141,câmara,JOSIAS GOMES,JOSIAS GOMES DA SILVA,PT,BA,josiasgomesba,https://www.facebook.com/josiasgomes1312
204563,câmara,JOSIMAR MARANHÃOZINHO,JOSIMAR CUNHA RODRIGUES,PR,MA,josimarPR22,NA
204474,câmara,JUAREZ COSTA,JUAREZ ALVES DA COSTA,MDB,MT,NA,NA
204420,câmara,JULIAN LEMOS,GULLIEM CHARLES BEZERRA LEMOS,PSL,PB,JulianLemosopb1,NA
74317,câmara,JÚLIO CESAR,JÚLIO CÉSAR DE CARVALHO LIMA,PSD,PI,DepJulioCesarPI,https://www.facebook.com/depfederaljuliocesar
204372,câmara,JULIO CESAR RIBEIRO,JULIO CESAR RIBEIRO,PRB,DF,JulioCesarRib,NA
73586,câmara,JÚLIO DELGADO,JÚLIO CÉSAR DELGADO,PSB,MG,depjuliodelgado,https://www.facebook.com/DeputadoJulioDelgado
204457,câmara,JUNINHO DO PNEU,ROGERIO TEIXEIRA JUNIOR,DEM,RJ,JuninhodoPneu,NA
204502,câmara,JÚNIOR BOZZELLA,NICOLINO BOZZELLA JUNIOR,PSL,SP,juniorbozzella,NA
204497,câmara,JÚNIOR FERRARI,JOÃO FERRARI JÚNIOR,PSD,PA,NA,https://www.facebook.com/juniorferrari5588/
204574,câmara,JUNIOR LOURENÇO,JOSE LOURENÇO BONFIM JUNIOR,PR,MA,junior_lourenco,NA
204550,câmara,JÚNIOR MANO,ANTÔNIO LUIZ RODRIGUES MANO JÚNIOR,PR,CE,jrmano_,NA
178886,câmara,JUSCELINO FILHO,JOSE JUSCELINO DOS SANTOS REZENDE FILHO,DEM,MA,DepJuscelino,https://www.facebook.com/DepJuscelinoFilho
204536,câmara,KIM KATAGUIRI,KIM PATROCA KATAGUIRI,DEM,SP,kimpkat,NA
151208,câmara,LAERCIO OLIVEIRA,LAERCIO JOSÉ DE OLIVEIRA,PP,SE,laerciofederal,https://www.facebook.com/deputadolaerciooliveira
98057,câmara,LAFAYETTE DE ANDRADA,LAFAYETTE LUIZ DOORGAL DE ANDRADA,PRB,MG,dep_lafayette,NA
160534,câmara,LAURIETE,LAURIETE RODRIGUES DE JESUS MALTA,PR,ES,2010lauriete,https://www.facebook.com/DeputadaFederalLauriete
178832,câmara,LEANDRE,LEANDRE DAL PONTE,PV,PR,Leandre4300,https://www.facebook.com/LeandreOficial
204375,câmara,LEDA SADALA,LEDA MARIA SADALA BRITO,AVANTE,AP,LedaSadala,NA
204359,câmara,LÉO MORAES,LEONARDO BARRETO DE MORAES,PODE,RO,dep_leomoraes,NA
204547,câmara,LÉO MOTTA,ELIEL MÁRCIO DO CARMO,PSL,MG,NA,https://www.facebook.com/leomottafederal/
74156,câmara,LEONARDO MONTEIRO,JOSÉ LEONARDO COSTA MONTEIRO,PT,MG,depleomonteiro,https://www.facebook.com/depleomonteiro
74299,câmara,LEÔNIDAS CRISTINO,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,PDT,CE,leonidas9099,https://www.facebook.com/Le%C3%B4nidas-Cristino-1271496449602306
92102,câmara,LEUR LOMANTO JÚNIOR,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,DEM,BA,LeurLomantoJr,NA
139285,câmara,LÍDICE DA MATA,LÍDICE DA MATA E SOUZA,PSB,BA,lidicedamata,NA
74585,câmara,LINCOLN PORTELA,LINCOLN DINIZ PORTELA,PR,MG,lincoln_portela,https://www.facebook.com/deputadolincolnportela
204405,câmara,LIZIANE BAYER,LIZIANE BAYER DA COSTA,PSB,RS,LizianeBayer,NA
204382,câmara,LOESTER TRUTIS,LOESTER CARLOS GOMES DE SOUZA,PSL,MS,LTrutis,NA
196358,câmara,LOURIVAL GOMES,LOURIVAL GOMES DE ALMEIDA,PSL,RJ,lourivalgomesrj,NA
204523,câmara,LUCAS GONZALEZ,LUCAS DE VASCONCELOS GONZALEZ,NOVO,MG,lucasvgonzalez,NA
204404,câmara,LUCAS REDECKER,LUCAS BELLO REDECKER,PSDB,RS,LucasRedecker,NA
178879,câmara,LUCAS VERGILIO,LUCAS DE CASTRO SANTOS,SOLIDARIEDADE,GO,VergilioLucas77,https://www.facebook.com/lucasvergilio7777
74478,câmara,LUCIANO BIVAR,LUCIANO CALDAS BIVAR,PSL,PE,Bivar1717,NA
178931,câmara,LUCIANO DUCCI,LUCIANO DUCCI,PSB,PR,LucianoDucci,https://www.facebook.com/LucianoDucci
178954,câmara,LUCIO MOSQUINI,LUCIO ANTONIO MOSQUINI,MDB,RO,luciomosquini,https://www.facebook.com/profile.php?id=100011438522684
204381,câmara,LUIS MIRANDA,LUIS CLAUDIO FERNANDES MIRANDA,DEM,DF,LuisMirandaUSA1,NA
160510,câmara,LUIS TIBÉ,LUIS HENRIQUE DE OLIVEIRA RESENDE,AVANTE,MG,LuisTibeOficial,https://www.facebook.com/luistibe
204410,câmara,LUISA CANZIANI,LUISA CANZIANI DOS SANTOS SILVEIRA,PTB,PR,luisa_canziani,NA
204448,câmara,LUIZ ANTÔNIO CORRÊA,LUIZ ANTONIO DA COSTA CARVALHO CORREA DA SILVA,DC,RJ,depluizantonio,NA
160645,câmara,LUIZ CARLOS,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,PSDB,AP,depluizcarlos,https://www.facebook.com/deputadoheinze
204485,câmara,LUIZ CARLOS MOTTA,LUIZ CARLOS MOTTA,PR,SP,lcm_motta,NA
204543,câmara,LUIZ FLÁVIO GOMES,LUIZ FLAVIO GOMES,PSB,SP,professorLFG,NA
204455,câmara,LUIZ LIMA,LUIZ EDUARDO CARNEIRO DA SILVA DE SOUZA LIMA,PSL,RJ,Oficialluizlima,NA
162332,câmara,LUIZ NISHIMORI,LUIZ HILOSHI NISHIMORI,PR,PR,luiznishimori,https://www.facebook.com/nishimoriluiz
204526,câmara,LUIZ PHILIPPE DE ORLEANS E BRAGANÇA,LUIZ PHILIPPE DE ORLEANS BRAGANÇA,PSL,SP,lpbragancabr,NA
74784,câmara,LUIZA ERUNDINA,LUIZA ERUNDINA DE SOUSA,PSOL,SP,luizaerundina,https://www.facebook.com/luizaerundina4021
178866,câmara,LUIZIANNE LINS,LUIZIANNE DE OLIVEIRA LINS,PT,CE,Luizianne13PT,https://www.facebook.com/deputadaluiziannelins
166402,câmara,MAGDA MOFATTO,MAGDA MOFATTO HON,PR,GO,Magdamofatto,https://www.facebook.com/MagdaMofatto.Goias
204458,câmara,MAJOR FABIANA,FABIANA SILVA DE SOUZA,PSL,RJ,majorfabiana46,NA
179587,câmara,MAJOR VITOR HUGO,VITOR HUGO DE ARAUJO ALMEIDA,PSL,GO,MajorVitorHugo,NA
204469,câmara,MANUEL MARCOS,MANUEL MARCOS CARVALHO DE MESQUITA,PRB,AC,ascomdrmanuel,https://pt-br.facebook.com/VereadorManuelMarcos/
204471,câmara,MARA ROCHA,CYLMARA FERNANDES DA ROCHA GRIPP,PSDB,AC,NA,NA
156190,câmara,MARCEL VAN HATTEM,MARCEL VAN HATTEM,NOVO,RS,marcelvanhattem,NA
179000,câmara,MARCELO ÁLVARO ANTÔNIO,MARCELO HENRIQUE TEIXEIRA DIAS,PSL,MG,Marceloalvaroan,https://www.facebook.com/marceloalvaroantonio
146788,câmara,MARCELO ARO,MARCELO GUILHERME DE ARO FERREIRA,PHS,MG,marceloaro,https://www.facebook.com/marceloaro
205863,câmara,MARCELO BRUM,MARCELO DE BRUM DA COSTA,PSL,RS,NA,https://web.facebook.com/avozdocampo
204433,câmara,MARCELO CALERO,MARCELO CALERO FARIA GARCIA,PPS,RJ,caleromarcelo,NA
76874,câmara,MARCELO FREIXO,MARCELO RIBEIRO FREIXO,PSOL,RJ,MarceloFreixo,NA
133810,câmara,MARCELO MORAES,MARCELO PIRES MORAES,PTB,RS,NA,NA
204558,câmara,MARCELO NILO,JOSÉ MARCELO DO NASCIMENTO NILO,PSB,BA,depmarcelonilo,NA
204556,câmara,MARCELO RAMOS,MARCELO RAMOS RODRIGUES,PR,AM,marceloramosam,NA
178983,câmara,MARCIO ALVINO,MARCIO LUIZ ALVINO DE SOUZA,PR,SP,AlvinoMarcio,https://www.facebook.com/marcioalvino
179001,câmara,MÁRCIO BIOLCHI,MARCIO DELLA VALLE BIOLCHI,MDB,RS,marciobiolchi,NA
81055,câmara,MÁRCIO JERRY,MÁRCIO JERRY SARAIVA BARROSO,PCdoB,MA,marciojerry,NA
204452,câmara,MÁRCIO LABRE,MÁRCIO DA SILVEIRA LABRE,PSL,RJ,marciolabre,NA
150418,câmara,MÁRCIO MARINHO,MÁRCIO CARLOS MARINHO,PRB,BA,dpmarciomarinho,https://www.facebook.com/marciomarinhopolitico
204522,câmara,MARCO BERTAIOLLI,MARCO AURELIO BERTAIOLLI,PSD,SP,MarcoBertaiolli,NA
160535,câmara,MARCON,DIONILSO MATEUS MARCON,PT,RS,depmarcon,https://www.facebook.com/Marcon-Deputado-730105823714253
204431,câmara,MARCOS AURÉLIO SAMPAIO,MARCOS AURÉLIO  PÁDUA RIBEIRO GONÇALVES DE SAMPAIO,MDB,PI,MarcosA_Sampaio,NA
204506,câmara,MARCOS PEREIRA,MARCOS ANTONIO PEREIRA,PRB,SP,marcospereira04,NA
204430,câmara,MARGARETE COELHO,MARGARETE DE CASTRO COELHO,PP,PI,MargaretCoelho,NA
171619,câmara,MARGARIDA SALOMÃO,MARIA MARGARIDA MARTINS SALOMÃO,PT,MG,JFMargarida,https://www.facebook.com/jfmargarida
74398,câmara,MARIA DO ROSÁRIO,MARIA DO ROSÁRIO NUNES,PT,RS,mariadorosario,https://www.facebook.com/DeputadaMariaDoRosario
204540,câmara,MARIA ROSAS,MARIA DO PARTO MENDES ROSAS,PRB,SP,depmariarosas,NA
178956,câmara,MARIANA CARVALHO,MARIANA FONSECA RIBEIRO CARVALHO DE MORAES,PSDB,RO,MarianaPSDB,https://www.facebook.com/marianacarvalho45
204428,câmara,MARÍLIA ARRAES,MARÍLIA VALENÇA ROCHA ARRAES DE ALENCAR,PT,PE,MariliaArraes,NA
204432,câmara,MARINA SANTOS,MARINA SANTOS BATISTA DIAS,SOLIDARIEDADE,PI,NA,https://web.facebook.com/vamosjuntosrenovar
74158,câmara,MÁRIO HERINGER,MÁRIO LÚCIO HERINGER,PDT,MG,mario_heringer,https://www.facebook.com/mario.heringer
178858,câmara,MÁRIO NEGROMONTE JR.,MARIO SILVIO MENDES NEGROMONTE JUNIOR,PP,BA,depnegromontejr,https://www.facebook.com/mario.negromontejunior
204403,câmara,MARLON SANTOS,MARLON ARATOR SANTOS DA ROSA,PDT,RS,deputado_marlon,https://pt-br.facebook.com/MarlonSantosCachoeira/
204566,câmara,MARRECA FILHO,ANTONIO DA CRUZ FILGUEIRA NETO,PATRI,MA,depmarrecafilho,NA
178843,câmara,MARX BELTRÃO,MARX BELTRÃO LIMA SIQUEIRA,PSD,AL,NA,https://pt-br.facebook.com/MarxBeltrao/
75431,câmara,MAURÍCIO DZIEDRICKI,MAURÍCIO ALEXANDRE DZIEDRICKI,PTB,RS,mauricioptbrs,NA
204486,câmara,MAURO BENEVIDES FILHO,CARLOS MAURO BENEVIDES FILHO,PDT,CE,deputadomaurobf,https://www.facebook.com/maurobffilho/
74749,câmara,MAURO LOPES,MAURO RIBEIRO LOPES,MDB,MG,depmaurolopes,https://www.facebook.com/familiamaurolopes
141508,câmara,MAURO NAZIF,MAURO NAZIF RASUL,PSB,RO,drmauronazif,https://www.facebook.com/maurorasul
178985,câmara,MIGUEL LOMBARDI,MIGUEL LOMBARDI,PR,SP,DMiguellombardi,https://www.facebook.com/miguellombardi.deputadofederal
154178,câmara,MILTON VIEIRA,MILTON VIEIRA PINTO,PRB,SP,DepMiltonVieira,NA
178895,câmara,MISAEL VARELLA,MISAEL ARTUR FERREIRA VARELLA,PSD,MG,NA,https://www.facebook.com/deputadomisaelvarella
178997,câmara,MOSES RODRIGUES,MOSES HAENDEL MELO RODRIGUES,MDB,CE,depfederalmoses,https://www.facebook.com/MosesRodriguess
204453,câmara,NATÁLIA BONAVIDES,NATÁLIA BASTOS BONAVIDES,PT,RN,natbonavides,NA
204449,câmara,NELSON BARBUDO,NELSON NED PREVIDENTE,PSL,MT,NA,https://pt-br.facebook.com/pg/onelsonbarbudo
74571,câmara,NELSON PELLEGRINO,NELSON VICENTE PORTELA PELLEGRINO,PT,BA,nelsonpelegrino,https://www.facebook.com/nelsonpelegrino
204415,câmara,NEREU CRISPIM,NEREU CRISPIM,PSL,RS,nereucrispim,NA
146307,câmara,NERI GELLER,NERI GELLER,PP,MT,NeriGeller,https://www.facebook.com/neri.geller
178896,câmara,NEWTON CARDOSO JR,NEWTON CARDOSO JUNIOR,MDB,MG,newton1510,https://www.facebook.com/NewtonCardosoJr
204384,câmara,NEY LEPREVOST,NEY LEPREVOST NETO,PSD,PR,neyleprevost,NA
204479,câmara,NICOLETTI,ANTONIO CARLOS NICOLETTI,PSL,RR,NA,NA
74352,câmara,NILSON PINTO,NILSON PINTO DE OLIVEIRA,PSDB,PA,DepNilsonPinto,https://www.facebook.com/Nilson-Pinto-354764524584734
178986,câmara,NILTO TATTO,NILTO IGNACIO TATTO,PT,SP,NiltoTatto,https://www.facebook.com/niltotattosp
194260,câmara,NIVALDO ALBUQUERQUE,NIVALDO FERREIRA DE ALBUQUERQUE NETO,PTB,AL,NivaldoAlbuque,https://www.facebook.com/deputadonivaldoalbuquerque
66179,câmara,NORMA AYUB,NORMA AYUB ALVES,DEM,ES,NA,https://www.facebook.com/DeputadaNormaAyubAlves
74159,câmara,ODAIR CUNHA,ODAIR JOSÉ DA CUNHA,PT,MG,odaircunha_,NA
204498,câmara,OLIVAL MARQUES,OLIVAL HENRIQUE MARQUES DE SOUZA,DEM,PA,OLIVALMARQUES,NA
74399,câmara,ONYX LORENZONI,ONYX DORNELLES LORENZONI,DEM,RS,onyxlorenzoni,https://www.facebook.com/onyx.lorenzoni
178987,câmara,ORLANDO SILVA,ORLANDO SILVA DE JESUS JUNIOR,PCdoB,SP,orlandosilva,https://www.facebook.com/orlandosilvasp
204363,câmara,OSIRES DAMASO,OSIRES RODRIGUES DAMASO,PSC,TO,Damaso2020,NA
73692,câmara,OSMAR TERRA,OSMAR GASPARINI TERRA,MDB,RS,osmarterra ,https://www.facebook.com/DeputadoOsmarTerra
204422,câmara,OSSESIO SILVA,OSSESIO JOSE DA SILVA,PRB,PE,Ossesio_Silva,NA
204475,câmara,OTACI NASCIMENTO,JOSE OTACI BARROSO DO NASCIMENTO,SOLIDARIEDADE,RR,NA,https://www.facebook.com/otacinascimento/
204441,câmara,OTONI DE PAULA,OTONI MOURA DE PAULO JUNIOR,PSC,RJ,OtoniDepFederal,NA
204573,câmara,OTTO ALENCAR FILHO,OTTO ROBERTO MENDONÇA DE ALENCAR FILHO,PSD,BA,ottoalencarfilh,https://pt-br.facebook.com/otto.filho.oficial/
160556,câmara,PADRE JOÃO,JOÃO CARLOS SIQUEIRA,PT,MG,dep_padrejoao,https://www.facebook.com/padrejoao
160642,câmara,PASTOR EURICO,FRANCISCO EURICO DA SILVA,PATRI,PE,pastoreurico,https://www.facebook.com/deputadopastoreurico
204570,câmara,PASTOR GILDENEMYR,GILDENEMIR DE LIMA SOUSA,PMN,MA,DGildenemyr,NA
204553,câmara,PASTOR SARGENTO ISIDÓRIO,MANOEL ISIDORIO DE SANTANA JUNIOR,AVANTE,BA,sgtisidorio,NA
205535,câmara,PATRICIA FERRAZ,PATRICIA LIMA FERRAZ,PR,AP,patricialferraz,https://pt-br.facebook.com/drapatriciaferraz/
74160,câmara,PATRUS ANANIAS,PATRUS ANANIAS DE SOUSA,PT,MG,Patrus_Ananias,https://www.facebook.com/patrusananias13
204377,câmara,PAULA BELMONTE,PAULA MORENO PARO BELMONTE,PPS,DF,paulambelmonte,NA
171617,câmara,PAULÃO,PAULO FERNANDO DOS SANTOS,PT,AL,paulaodopt,https://www.facebook.com/paulaodopt
141516,câmara,PAULO ABI-ACKEL,PAULO ABI-ACKEL,PSDB,MG,pauloabiackel,https://www.facebook.com/abiackelpaulo
178860,câmara,PAULO AZI,PAULO VELLOSO DANTAS AZI,DEM,BA,pauloazi,https://www.facebook.com/galera.2526
204538,câmara,PAULO BENGTSON,PAULO EDUARDO MAESTRI BENGTSON,PTB,PA,PauloBengtson,NA
193726,câmara,PAULO EDUARDO MARTINS,PAULO EDUARDO LIMA MARTINS,PSC,PR,PauloMartins10,NA
160517,câmara,PAULO FOLETTO,PAULO ROBERTO FOLETTO,PSB,ES,DeputadoFoletto,https://www.facebook.com/PauloFoletto
160558,câmara,PAULO FREIRE COSTA,PAULO ROBERTO FREIRE DA COSTA,PR,SP,DF_PauloFreire,https://www.facebook.com/dep.paulofreire
204461,câmara,PAULO GANIME,PAULO GUSTAVO GANIME ALVES TEIXEIRA,NOVO,RJ,pauloganime,NA
204492,câmara,PAULO GUEDES,PAULO JOSE CARLOS GUEDES,PT,MG,deppauloguedes,NA
141518,câmara,PAULO PEREIRA DA SILVA,PAULO PEREIRA DA SILVA,SOLIDARIEDADE,SP,dep_paulinho,https://www.facebook.com/paulinho.face
74400,câmara,PAULO PIMENTA,PAULO ROBERTO SEVERO PIMENTA,PT,RS,deputadofederal,https://www.facebook.com/perfil.pimenta
133968,câmara,PAULO RAMOS,PAULO SÉRGIO RAMOS BARBOZA,PDT,RJ,pauloramosdep,https://web.facebook.com/comissaodetrabalho.daalerj
141488,câmara,PAULO TEIXEIRA,LUIZ PAULO TEIXEIRA FERREIRA,PT,SP,pauloteixeira13,https://www.facebook.com/DeputadoPauloTeixeira
90201,câmara,PEDRO AUGUSTO BEZERRA,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,PTB,CE,NA,NA
178912,câmara,PEDRO CUNHA LIMA,PEDRO OLIVEIRA CUNHA LIMA,PSDB,PB,pedroocl,https://www.facebook.com/pedrocloficial
122974,câmara,PEDRO LUCAS FERNANDES,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,PTB,MA,NA,NA
204395,câmara,PEDRO LUPION,PEDRO DEBONI LUPION MELLO,DEM,PR,Dep_PedroLupion,NA
122158,câmara,PEDRO PAULO,PEDRO PAULO CARVALHO TEIXEIRA,DEM,RJ,pedropaulo,https://www.facebook.com/rio.pedropaulo
160604,câmara,PEDRO UCZAI,PEDRO FRANCISCO UCZAI,PT,SC,uczai,https://www.facebook.com/PedroUczai
204406,câmara,PEDRO WESTPHALEN,PEDRO BANDARRA WESTPHALEN,PP,RS,pedrowestphalen,NA
73943,câmara,PERPÉTUA ALMEIDA,MARIA PERPÉTUA DE ALMEIDA,PCdoB,AC,perpetua_acre,NA
204524,câmara,PINHEIRINHO,ANTÔNIO PINHEIRO NETO,PP,MG,NA,NA
204529,câmara,POLICIAL KATIA SASTRE,KATIA DA SILVA SASTRE,PR,SP,katiasastre,NA
73486,câmara,POMPEO DE MATTOS,DARCI POMPEO DE MATTOS,PDT,RS,PompeodeMattos,https://www.facebook.com/pompeodemattosPDT
160601,câmara,PR. MARCO FELICIANO,MARCO ANTÔNIO FELICIANO,PODE,SP,marcofeliciano,https://www.facebook.com/PastorMarcoFeliciano
204390,câmara,PROFESSOR ALCIDES,ALCIDES RIBEIRO FILHO,PP,GO,NA,NA
204383,câmara,PROFESSOR ISRAEL BATISTA,ISRAEL MATOS BATISTA,PV,DF,ProfIsrael,NA
204446,câmara,PROFESSOR JOZIEL,JOZIEL FERREIRA CARLOS,PSL,RJ,professorjoziel,NA
204418,câmara,PROFESSOR LUIZÃO GOULART,LUIZ GOULARTE ALVES,PRB,PR,luizaogoulart,http://facebook.com/vamosluizao
204565,câmara,PROFESSORA DAYANE PIMENTEL,DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL,PSL,BA,deppimentel,NA
160639,câmara,PROFESSORA DORINHA SEABRA REZENDE,MARIA AUXILIADORA SEABRA REZENDE,DEM,TO,profdorinha,https://www.facebook.com/profile.php?id=100002237710131
160641,câmara,PROFESSORA MARCIVANIA,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,PCdoB,AP,marcivania65,https://www.facebook.com/professoramarcivania65
204467,câmara,PROFESSORA ROSA NEIDE,ROSA NEIDE SANDES DE ALMEIDA,PT,MT,profdorinha,NA
178951,câmara,RAFAEL MOTTA,RAFAEL HUETE DA MOTTA,PSB,RN,RafaelMottaRN,https://www.facebook.com/rafaelmottarn
204567,câmara,RAIMUNDO COSTA,RAIMUNDO MAGALHÃES COSTA,PRP,BA,NA,NA
141523,câmara,RAUL HENRY,RAUL JEAN LOUIS HENRY JÚNIOR,MDB,PE,RaulHenry,https://www.facebook.com/RaulHenryPE
74161,câmara,REGINALDO LOPES,REGINALDO LÁZARO DE OLIVEIRA LOPES,PT,MG,ReginaldoLopes,https://www.facebook.com/ReginaldoLopesOficial
205865,câmara,REINHOLD STEPHANES JUNIOR,REINHOLD STEPHANES JUNIOR,PSD,PR,NA,NA
178925,câmara,REJANE DIAS,REJANE RIBEIRO SOUSA DIAS,PT,PI,rejane_dias,NA
178989,câmara,RENATA ABREU,RENATA HELLMEISTER DE ABREU,PODE,SP,RenataAbreuDep,https://www.facebook.com/renataabreu19
73801,câmara,RENILDO CALHEIROS,RENILDO VASCONCELOS CALHEIROS,PCdoB,PE,renildo,NA
73788,câmara,RICARDO BARROS,RICARDO JOSÉ MAGALHÃES BARROS,PP,PR,RicardoBarrosPP,NA
204362,câmara,RICARDO GUIDI,RICARDO ZANATTA GUIDI,PSD,SC,ricardozguidi,NA
160655,câmara,RICARDO IZAR,RICARDO IZAR JUNIOR,PP,SP,RicardoIzar,https://www.facebook.com/ricardoizaroficial
178920,câmara,RICARDO TEOBALDO,RICARDO TEOBALDO CAVALCANTI,PODE,PE,psdbricardo45,http://www.facebook.com/ricardoteobaldooficial
204489,câmara,ROBÉRIO MONTEIRO,MARCOS ROBERIO RIBEIRO MONTEIRO,PDT,CE,NA,https://web.facebook.com/people/Rob%C3%A9rio-Monteiro-III/100004363395617
152610,câmara,ROBERTO ALVES,BENEDITO ROBERTO ALVES FERREIRA,PRB,SP,RobertoAlvesPRB,https://www.facebook.com/RobertoAlvesPRB
160653,câmara,ROBERTO DE LUCENA,ROBERTO ALVES DE LUCENA,PODE,SP,robertodelucena,https://www.facebook.com/dep.lucena
74305,câmara,ROBERTO PESSOA,ROBERTO SOARES PESSOA,PSDB,CE,RobertoPessoaCE,NA
204530,câmara,RODRIGO AGOSTINHO,RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,PSB,SP,rodrigoagost,NA
204366,câmara,RODRIGO COELHO,RODRIGO COELHO,PSB,SC,coelho_rodrigo,NA
